review_id,comment_id,post_id,report_pages,source_url,reviewed_full_comment,cohorts,roles,review_note,selected_anchor
Q030,ttc:7650985800633762582,tt:7649444253394947342,14,https://www.tiktok.com/@bryannawozniak/video/7649444253394947342,True,,price_context,Price assertion/correction without a personal motive; historical source figure not a verified current price.,False
Q031,igc:18090963188073617,ig:DSUPUC0iF5r,14,https://www.instagram.com/p/DSUPUC0iF5r/c/18090963188073617,True,C02,support,"Explicit budget pressure, price/access question or response to inaccessible luxury; not evidence of income or willingness to switch to Velantra.",False
Q032,ttc:7661383105873396513,tt:7661349233068346646,14,https://www.tiktok.com/@heightandhustle/video/7661349233068346646,True,,unverified_claim,"Value, manufacture, status or price-hype assertion; no basis to treat it as a verified category fact or distinct conspiracy cohort.",False
Q033,igc:17880819054074195,ig:C7AKRw8Sy6U,14;31,https://www.instagram.com/p/C7AKRw8Sy6U/c/17880819054074195,True,,decision_condition,"Quality, authenticity, transaction or seller uncertainty. Retain context; these do not establish industry-wide deception or verified faults.",False
Q034,igc:18137552257523781,ig:DbopI80TuC2,14;15,https://www.instagram.com/p/DbopI80TuC2/c/18137552257523781,True,C13,support,"Defends personal choice or particular styles; do not count as endorsement of universal logo, city or approval rules.",False
Q035,ttc:7218355825714660142,tt:7218302653489483051,15,https://www.tiktok.com/@steffieinthecity/video/7218302653489483051,True,C01,support;selected_anchor,Restrained branding or admiration for composed elegance; style-interview praise is broader than a handbag purchase and does not prove wealth.,True
Q036,igc:18096408290529372,ig:DbopI80TuC2,16,https://www.instagram.com/p/DbopI80TuC2/c/18096408290529372,True,C13,support,"Defends personal choice or particular styles; do not count as endorsement of universal logo, city or approval rules.",False
Q037,ttc:7668055728308978445,tt:7668001244018986273,16,https://www.tiktok.com/@spiritual.materialist/video/7668001244018986273,True,C03;C07,boundary,"Defends established designer style, quality or longevity. Reported experience is not proof for Velantra and does not support designer exit.",False
Q038,ttc:7652393002660807454,tt:7652379521559137566,16,https://www.tiktok.com/@imjustbarbs/video/7652379521559137566,True,C03;C07,boundary,"Defends established designer style, quality or longevity. Reported experience is not proof for Velantra and does not support designer exit.",False
Q039,ttc:7668055139727524622,tt:7668001244018986273,16,https://www.tiktok.com/@spiritual.materialist/video/7668001244018986273,True,C03;C07,boundary,"Defends established designer style, quality or longevity. Reported experience is not proof for Velantra and does not support designer exit.",False
Q040,ttc:7674486881291387669,tt:7672790276276079903,16,https://www.tiktok.com/@imjustbarbs/video/7672790276276079903,True,C03;C07,boundary,"Defends established designer style, quality or longevity. Reported experience is not proof for Velantra and does not support designer exit.",False
Q041,igc:18106973995867850,ig:DbopI80TuC2,16,https://www.instagram.com/p/DbopI80TuC2/c/18106973995867850,True,C07,context,Trend-cycle or hype observation; weaker than an explicit personal decision to buy or abstain.,False
Q042,ttc:7672233908192559903,tt:7672086495074749728,16,https://www.tiktok.com/@yevtopyer/video/7672086495074749728,True,C01,limited_style_signal,Calls Léo et Violette classic; a style preference without an explicit purchase reason.,False
Q043,igc:17946970106459681,ig:Cl2HtNBtl03,16,https://www.instagram.com/p/Cl2HtNBtl03/c/17946970106459681,True,C01;C04,support;selected_anchor,"Preference for less-obvious bags, discovery, creative design or an uncommon choice; strength varies from a specific reason to positive discovery response.",True
Q044,igc:17996342461830209,ig:CpK_T9GqZ3b,16,https://www.instagram.com/p/CpK_T9GqZ3b/c/17996342461830209,True,,unverified_claim,"Value, manufacture, status or price-hype assertion; no basis to treat it as a verified category fact or distinct conspiracy cohort.",False
Q045,ttc:7644161713147724557,tt:7639422063865777430,17,https://www.tiktok.com/@iamsaraouardi/video/7639422063865777430,True,C04,support;selected_anchor,"Preference for less-obvious bags, discovery, creative design or an uncommon choice; strength varies from a specific reason to positive discovery response.",True
Q046,ttc:7628376001387184918,tt:7627179930677333270,17,https://www.tiktok.com/@aliceinparisofficial/video/7627179930677333270,True,C01;C18,boundary,Disputed geographic/style rule or counterexample; not reliable population evidence. Named style figures here do not demonstrate imitation intent.,False
Q047,ttc:7627595535117796118,tt:7627179930677333270,18,https://www.tiktok.com/@aliceinparisofficial/video/7627179930677333270,True,C01;C18,boundary,Disputed geographic/style rule or counterexample; not reliable population evidence. Named style figures here do not demonstrate imitation intent.,False
Q048,ttc:7666995620461511437,tt:7666956616465435918,18,https://www.tiktok.com/@kyraboesiger/video/7666956616465435918,True,C10;C11,boundary,"Comfort, weight, carrying or value objection, often favoring backpacks; does not establish a tote solution or universal travel preference.",False
Q049,ttc:7644862757560926984,tt:7639422063865777430,18,https://www.tiktok.com/@iamsaraouardi/video/7639422063865777430,True,,weak,Negative preference with little explanation; no reliable motive inferred.,False
Q050,ttc:7627303078546457374,tt:7627179930677333270,18,https://www.tiktok.com/@aliceinparisofficial/video/7627179930677333270,True,C13,support,"Defends personal choice or particular styles; do not count as endorsement of universal logo, city or approval rules.",False
Q051,ttc:7670571539762578197,tt:7670290170209438989,18,https://www.tiktok.com/@jessicanlinn/video/7670290170209438989,True,,context,Design comparison without a clear statement of purchase desire.,False
Q052,ttc:7663644242196071199,tt:7662002150159125762,18,https://www.tiktok.com/@aliceinparisofficial/video/7662002150159125762,True,C01;C18,boundary,Disputed geographic/style rule or counterexample; not reliable population evidence. Named style figures here do not demonstrate imitation intent.,False
Q053,igc:17910383043282269,ig:Dcq__agouAR,18,https://www.instagram.com/p/Dcq__agouAR/c/17910383043282269,True,,transaction_only,"Shipping geography is a logistics question, not European-style aspiration.",False
Q054,ttc:7675880923217232654,tt:7647171189097565463,18,https://www.tiktok.com/@thepassportus/video/7647171189097565463,True,C01;C18,boundary,Disputed geographic/style rule or counterexample; not reliable population evidence. Named style figures here do not demonstrate imitation intent.,False
Q055,ttc:7673110549064057622,tt:7672790276276079903,18,https://www.tiktok.com/@imjustbarbs/video/7672790276276079903,True,C03;C07,boundary,"Defends established designer style, quality or longevity. Reported experience is not proof for Velantra and does not support designer exit.",False
Q056,igc:17905805871303169,ig:DcWLvteqezx,19,https://www.instagram.com/p/DcWLvteqezx/c/17905805871303169,True,C18,limited_context;selected_anchor,"Destination, timing or seasonal purchase context. Some may be shopping at the destination; narrower pre-trip handbag motive remains unproven.",True
Q057,igc:17897516991661355,ig:DcWLvteqezx,19,https://www.instagram.com/p/DcWLvteqezx/c/17897516991661355,True,C18,limited_context,"Destination, timing or seasonal purchase context. Some may be shopping at the destination; narrower pre-trip handbag motive remains unproven.",False
Q058,ttc:7640097279710593822,tt:7639552753609510158,20,https://www.tiktok.com/@moniiicamendoza/video/7639552753609510158,True,C12,support;selected_anchor,"Travel purchase, memory, place-of-making preference or attraction to the shopping experience; transfer to an online Velantra purchase is uncertain.",True
Q059,ttc:7666996324173529886,tt:7666956616465435918,20,https://www.tiktok.com/@kyraboesiger/video/7666956616465435918,True,C10;C11,boundary,"Comfort, weight, carrying or value objection, often favoring backpacks; does not establish a tote solution or universal travel preference.",False
Q060,ttc:7662643502001619719,tt:7652535489613909262,20,https://www.tiktok.com/@drews_view22/video/7652535489613909262,True,,context,Speculates about other people carrying real versus fake bags; not a self-reported travel motive.,False
Q061,ttc:7637829562194477846,tt:7627179930677333270,20,https://www.tiktok.com/@aliceinparisofficial/video/7627179930677333270,True,C01;C18,boundary,Disputed geographic/style rule or counterexample; not reliable population evidence. Named style figures here do not demonstrate imitation intent.,False
Q062,ttc:7631823599444427540,tt:7627179930677333270,20,https://www.tiktok.com/@aliceinparisofficial/video/7627179930677333270,True,C13,support,"Defends personal choice or particular styles; do not count as endorsement of universal logo, city or approval rules.",False
Q063,ttc:7643535901574267679,tt:7639552753609510158,20,https://www.tiktok.com/@moniiicamendoza/video/7639552753609510158,True,C12,destination_shopping,Destination prices or purchase logistics; adjacent to a travel-memory cohort but not proof of sentimental motive or pre-departure purchase.,False
Q064,igc:17894501553327620,ig:DO8lWKXClxX,20;35,https://www.instagram.com/p/DO8lWKXClxX/c/17894501553327620,True,C10;C11,decision_condition;selected_anchor,"Specific fit, device, carrying or luggage question; useful product requirement, not proof of current Velantra capacity.",True
Q065,ttc:7672801142322266893,tt:7672790276276079903,20,https://www.tiktok.com/@imjustbarbs/video/7672790276276079903,True,,style_rule_context,"Declares that vanity cases belong inside luggage, a prescriptive style opinion without a personal purchase motive.",False
Q066,igc:18362614387242158,ig:DbopI80TuC2,20,https://www.instagram.com/p/DbopI80TuC2/c/18362614387242158,True,C13,support,"Defends personal choice or particular styles; do not count as endorsement of universal logo, city or approval rules.",False
Q067,igc:18087058910449249,ig:DadwnM1hmXa,21,https://www.instagram.com/p/DadwnM1hmXa/c/18087058910449249,True,C05,support;selected_anchor,Prioritizes personal style or the combination of bag and outfit; some entries are requests or critiques rather than completed purchases.,True
Q068,igc:17962062761880693,ig:DHqsRoAsQeN,21,https://www.instagram.com/p/DHqsRoAsQeN/c/17962062761880693,True,C05,support;selected_anchor,Prioritizes personal style or the combination of bag and outfit; some entries are requests or critiques rather than completed purchases.,True
Q069,igc:18066253277468059,ig:DakxW-YMug9,22,https://www.instagram.com/p/DakxW-YMug9/c/18066253277468059,True,C05,support,Prioritizes personal style or the combination of bag and outfit; some entries are requests or critiques rather than completed purchases.,False
Q070,igc:18071404303336466,ig:Cl2HtNBtl03,22,https://www.instagram.com/p/Cl2HtNBtl03/c/18071404303336466,True,C04,support,"Preference for less-obvious bags, discovery, creative design or an uncommon choice; strength varies from a specific reason to positive discovery response.",False
Q071,igc:18075260636610552,ig:DSUPUC0iF5r,22,https://www.instagram.com/p/DSUPUC0iF5r/c/18075260636610552,True,C05;C06,style_filter,"Specific shape, color, logo, practicality or taste evaluation; useful style boundary, not a demographic or evidence of creator agreement.",False
Q072,ttc:7655071780806378271,tt:7649444253394947342,22,https://www.tiktok.com/@bryannawozniak/video/7649444253394947342,True,C19,limited_association;selected_anchor,Named character/celebrity style association without explicit imitation purchase. Both Blair comments share a parent post.,True
Q073,igc:18522321604040679,ig:DHn-pONT1xi,22,https://www.instagram.com/p/DHn-pONT1xi/c/18522321604040679,True,,unverified_claim,"Value, manufacture, status or price-hype assertion; no basis to treat it as a verified category fact or distinct conspiracy cohort.",False
Q074,ttc:7666752806900876035,tt:7661349233068346646,22,https://www.tiktok.com/@heightandhustle/video/7661349233068346646,True,C05;C06,style_filter,"Specific shape, color, logo, practicality or taste evaluation; useful style boundary, not a demographic or evidence of creator agreement.",False
Q075,igc:17968405740074852,ig:DZf-NuYgpG-,22,https://www.instagram.com/p/DZf-NuYgpG-/c/17968405740074852,True,,exclude,"Unrelated product/person discussion, creator-line repetition, adjacent category or named-person mention that does not establish a handbag buyer motive.",False
Q076,ttc:7672981517211681566,tt:7672086495074749728,22,https://www.tiktok.com/@yevtopyer/video/7672086495074749728,True,C05,support;selected_anchor,Prioritizes personal style or the combination of bag and outfit; some entries are requests or critiques rather than completed purchases.,True
Q077,igc:17986251543005509,ig:DYXpZTYMt0W,22,https://www.instagram.com/p/DYXpZTYMt0W/c/17986251543005509,True,,weak,"Generic content praise, possibly commercial context; no specific handbag buying motive established.",False
Q078,ttc:7668086579609928456,tt:7668001244018986273,23,https://www.tiktok.com/@spiritual.materialist/video/7668001244018986273,True,C13,support,"Defends personal choice or particular styles; do not count as endorsement of universal logo, city or approval rules.",False
Q079,ttc:7668179307797922591,tt:7668001244018986273,23,https://www.tiktok.com/@spiritual.materialist/video/7668001244018986273,True,C13,support;selected_anchor,"Defends personal choice or particular styles; do not count as endorsement of universal logo, city or approval rules.",True
Q080,ttc:7677307822127809302,tt:7668001244018986273,24,https://www.tiktok.com/@spiritual.materialist/video/7668001244018986273,True,C13,support,"Defends personal choice or particular styles; do not count as endorsement of universal logo, city or approval rules.",False
Q081,igc:17997071276872189,ig:DUzgCcTE6zD,24,https://www.instagram.com/p/DUzgCcTE6zD/c/17997071276872189,True,C14,recipient_context,Gift/partner appreciation in audience language; not direct evidence of the giver decision or male approval as a motive. Some are Malay and not quoted in the cohort cards.,False
Q082,igc:18119541577593811,ig:DUzgCcTE6zD,24,https://www.instagram.com/p/DUzgCcTE6zD/c/18119541577593811,True,C14,recipient_context,Gift/partner appreciation in audience language; not direct evidence of the giver decision or male approval as a motive. Some are Malay and not quoted in the cohort cards.,False
Q083,ttc:7670604594879447809,tt:7670290170209438989,24,https://www.tiktok.com/@jessicanlinn/video/7670290170209438989,True,,decision_condition,"Quality, authenticity, transaction or seller uncertainty. Retain context; these do not establish industry-wide deception or verified faults.",False
Q084,ttc:7682858618996245270,tt:7682857812308790550,24,https://www.tiktok.com/@josayzso/video/7682857812308790550,True,,exclude,"Unrelated product/person discussion, creator-line repetition, adjacent category or named-person mention that does not establish a handbag buyer motive.",False
Q085,igc:18082466561406899,ig:DYU6BvfAVmQ,24;35,https://www.instagram.com/p/DYU6BvfAVmQ/c/18082466561406899,True,C10;C11,boundary,"Comfort, weight, carrying or value objection, often favoring backpacks; does not establish a tote solution or universal travel preference.",False
Q086,ttc:7412181679374172960,tt:7412155936476826913,24,https://www.tiktok.com/@gabriellaluxurymum/video/7412155936476826913,True,,exclude,"Unrelated product/person discussion, creator-line repetition, adjacent category or named-person mention that does not establish a handbag buyer motive.",False
Q087,ttc:7652159565022397198,tt:7649444253394947342,24,https://www.tiktok.com/@bryannawozniak/video/7649444253394947342,True,,value_context,Price or selection criticism; limited basis for a distinct personal buyer history.,False
Q088,ttc:7673289753433539358,tt:7672086495074749728,24,https://www.tiktok.com/@yevtopyer/video/7672086495074749728,True,C10,support,"Work, study or training requirements linked to style or an attractive carrying option. Product capability must be checked separately.",False
Q089,igc:17899750635540522,ig:DYPRepaNGq3,25,https://www.instagram.com/p/DYPRepaNGq3/c/17899750635540522,True,,skepticism_condition,Scarcity or marketing skepticism. Allegations remain unverified and do not establish industry corruption.,False
Q090,ttc:7661758476116542211,tt:7661349233068346646,25,https://www.tiktok.com/@heightandhustle/video/7661349233068346646,True,C02,resale_value_context,"Seeking designer value, resale or transaction information; some want the original label. Replica/factory allegations are not facts or proof of switching intent.",False
Q091,ttc:7527013022997725983,tt:7527006509264276766,26,https://www.tiktok.com/@michelletimestwo/video/7527006509264276766,True,,decision_condition,"Quality, authenticity, transaction or seller uncertainty. Retain context; these do not establish industry-wide deception or verified faults.",False
Q092,ttc:7527221571430515487,tt:7527006509264276766,26,https://www.tiktok.com/@michelletimestwo/video/7527006509264276766,True,,transaction_response,"Reseller complaint, skepticism or dispute advice. Trust context, not a new persona or verified allegation.",False
Q093,ttc:7652694398954193686,tt:7652535489613909262,26,https://www.tiktok.com/@drews_view22/video/7652535489613909262,True,,context,"Celebrity, designer or authenticity discussion without clear desire to imitate a person. Q293 is explicitly a vendor claim.",False
Q094,ttc:7519680900478944030,tt:7519185501526543647,26,https://www.tiktok.com/@selfmade8999/video/7519185501526543647,True,,replica_context,Authenticity/replica evaluation or price assertion; do not convert into verified quality equivalence or a Velantra buyer identity.,False
Q095,ttc:7670632929992000257,tt:7670290170209438989,26,https://www.tiktok.com/@jessicanlinn/video/7670290170209438989,True,C02;C04,boundary,Rejects close copying or objects to derivative design; an unfamiliar designer alternative is not automatically acceptable.,False
Q096,ttc:7671734134842065677,tt:7670290170209438989,26,https://www.tiktok.com/@jessicanlinn/video/7670290170209438989,True,,exclude,"Unrelated product/person discussion, creator-line repetition, adjacent category or named-person mention that does not establish a handbag buyer motive.",False
Q097,igc:18064174748734031,ig:DX93093O4y2,26,https://www.instagram.com/p/DX93093O4y2/c/18064174748734031,True,,value_context,Price or selection criticism; limited basis for a distinct personal buyer history.,False
Q098,igc:18100611626017238,ig:DdJPm0RjYAP,26,https://www.instagram.com/p/DdJPm0RjYAP/c/18100611626017238,True,C03,qualified_value_context,"Contains spending/value criticism but also replicas, manufacture assertions or broader values. Preserve the full context and treat allegations as unverified.",False
Q099,igc:18114380269997116,ig:Dcq__agouAR,26,https://www.instagram.com/p/Dcq__agouAR/c/18114380269997116,True,C02,resale_value_context,"Seeking designer value, resale or transaction information; some want the original label. Replica/factory allegations are not facts or proof of switching intent.",False
Q100,ttc:7681369201327784735,tt:7681030709988969741,27,https://www.tiktok.com/@johnathan.guo/video/7681030709988969741,True,C09,support_or_requirement,"Material, construction, surface-care or durability evaluation. Alleged quality failures are unverified and concern the referenced category product.",False
Q101,igc:17880270921285909,ig:DPG9kZ5kZWk,28,https://www.instagram.com/p/DPG9kZ5kZWk/c/17880270921285909,True,C09,support_or_requirement,"Material, construction, surface-care or durability evaluation. Alleged quality failures are unverified and concern the referenced category product.",False
Q102,igc:18025389227284231,ig:C7AKRw8Sy6U,28;31,https://www.instagram.com/p/C7AKRw8Sy6U/c/18025389227284231,True,,weak,Product joke rather than verified material behavior or a clear buying motive.,False
Q103,igc:18093252455520891,ig:DZ5YybMyYZp,28,https://www.instagram.com/p/DZ5YybMyYZp/c/18093252455520891,True,,context,"Authenticity stitching debate, not measured durability evidence.",False
Q104,ttc:7651230617611223839,tt:7649444253394947342,28,https://www.tiktok.com/@bryannawozniak/video/7649444253394947342,True,C12,support;selected_anchor,"Travel purchase, memory, place-of-making preference or attraction to the shopping experience; transfer to an online Velantra purchase is uncertain.",True
Q105,ttc:7667027635277562637,tt:7666956616465435918,28,https://www.tiktok.com/@kyraboesiger/video/7666956616465435918,True,C10;C11,boundary,"Comfort, weight, carrying or value objection, often favoring backpacks; does not establish a tote solution or universal travel preference.",False
Q106,ttc:7681304663127458574,tt:7681030709988969741,28,https://www.tiktok.com/@johnathan.guo/video/7681030709988969741,True,C09,support_or_requirement,"Material, construction, surface-care or durability evaluation. Alleged quality failures are unverified and concern the referenced category product.",False
Q107,ttc:7667034478925546271,tt:7666956616465435918,28,https://www.tiktok.com/@kyraboesiger/video/7666956616465435918,True,C10;C11,boundary,"Comfort, weight, carrying or value objection, often favoring backpacks; does not establish a tote solution or universal travel preference.",False
Q108,igc:18540551704076219,ig:DZ5YybMyYZp,28,https://www.instagram.com/p/DZ5YybMyYZp/c/18540551704076219,True,,unverified_claim,"Value, manufacture, status or price-hype assertion; no basis to treat it as a verified category fact or distinct conspiracy cohort.",False
Q109,igc:17956826316076569,ig:DadwnM1hmXa,28,https://www.instagram.com/p/DadwnM1hmXa/c/17956826316076569,True,C03,qualified_value_context,"Contains spending/value criticism but also replicas, manufacture assertions or broader values. Preserve the full context and treat allegations as unverified.",False
Q110,igc:18397838617080958,ig:DZf-NuYgpG-,29,https://www.instagram.com/p/DZf-NuYgpG-/c/18397838617080958,True,C01,support,Restrained branding or admiration for composed elegance; style-interview praise is broader than a handbag purchase and does not prove wealth.,False
Q111,ttc:7649876425869001503,tt:7649444253394947342,29,https://www.tiktok.com/@bryannawozniak/video/7649444253394947342,True,C04,support,"Preference for less-obvious bags, discovery, creative design or an uncommon choice; strength varies from a specific reason to positive discovery response.",False
Q112,ttc:7628077007754511136,tt:7627179930677333270,30,https://www.tiktok.com/@aliceinparisofficial/video/7627179930677333270,True,C13,support,"Defends personal choice or particular styles; do not count as endorsement of universal logo, city or approval rules.",False
Q113,ttc:7627474535936115474,tt:7627179930677333270,30,https://www.tiktok.com/@aliceinparisofficial/video/7627179930677333270,True,C13,support,"Defends personal choice or particular styles; do not count as endorsement of universal logo, city or approval rules.",False
Q114,igc:17991956246823256,ig:DbopI80TuC2,30,https://www.instagram.com/p/DbopI80TuC2/c/17991956246823256,True,C13,support,"Defends personal choice or particular styles; do not count as endorsement of universal logo, city or approval rules.",False
Q115,ttc:7668885875270451982,tt:7668001244018986273,30,https://www.tiktok.com/@spiritual.materialist/video/7668001244018986273,True,C13,support,"Defends personal choice or particular styles; do not count as endorsement of universal logo, city or approval rules.",False
Q116,ttc:7647046508799836958,tt:7616792692030278926,30,https://www.tiktok.com/@curlsandcoins/video/7616792692030278926,True,,unverified_claim,"Value, manufacture, status or price-hype assertion; no basis to treat it as a verified category fact or distinct conspiracy cohort.",False
Q117,igc:18085194980657666,ig:DbopI80TuC2,30,https://www.instagram.com/p/DbopI80TuC2/c/18085194980657666,True,C13,support,"Defends personal choice or particular styles; do not count as endorsement of universal logo, city or approval rules.",False
Q118,igc:18084999646715755,ig:DHqsRoAsQeN,30,https://www.instagram.com/p/DHqsRoAsQeN/c/18084999646715755,True,,decision_condition,Hardware care or carrying orientation for security; do not mistake practical reasons for anti-logo identity.,False
Q119,igc:18109339343296261,ig:DZf-NuYgpG-,30,https://www.instagram.com/p/DZf-NuYgpG-/c/18109339343296261,True,C06,support_or_style_signal,"Specific visual attraction to color, finish, shape, texture or personalization; generic/promotion-like examples are weaker than self-reported choice. Q165 has possible promotional language.",False
Q120,igc:18127020925483021,ig:DVk4fULkyW9,30,https://www.instagram.com/p/DVk4fULkyW9/c/18127020925483021,True,C02,resale_value_context,"Seeking designer value, resale or transaction information; some want the original label. Replica/factory allegations are not facts or proof of switching intent.",False
Q121,ttc:7652406067875922702,tt:7652379521559137566,32,https://www.tiktok.com/@imjustbarbs/video/7652379521559137566,True,C09,support_or_requirement,"Material, construction, surface-care or durability evaluation. Alleged quality failures are unverified and concern the referenced category product.",False
Q122,igc:18214805959333494,ig:DZf-NuYgpG-,32,https://www.instagram.com/p/DZf-NuYgpG-/c/18214805959333494,True,C07,context,Trend-cycle or hype observation; weaker than an explicit personal decision to buy or abstain.,False
