0469|120241613808600705|0.06|6|motilli 🙏
0756|120246539715540653|0.06|sulfur 1|motilli natives
0756|120246824137570653|0.06|1|motilli
0469|120239585512290705|0.05|Untitled(9)|motilli 🚀🚀🚀🚀
0469|120241389133460705|0.05|4|avelle
0756|120246824063330653|0.05|5|motilli
0756|120246824084980653|0.05|6|motilli
0469|120239352151950705|0.04|Untitled(9)|motilli 🚀🚀🚀🚀
0469|120241613808410705|0.04|Untitled(5)|motilli 🙏
0469|120238285752990705|0.03|Untitled(16)|motilli 🚀🚀🚀🚀
0469|120238285753890705|0.03|Untitled(20)|motilli 🚀🚀🚀🚀
0469|120241613808430705|0.03|Untitled(7)|motilli 🙏
0756|120246725691790653|0.03|5|motilli natives
0756|120246725691860653|0.03|8 - Copy|motilli natives
0756|120246824047120653|0.03|4|motilli
0469|120239585296960705|0.02|Untitled(9)|motilli 🚀🚀🚀🚀
0469|120241389133430705|0.02|5|avelle
0469|120241613808490705|0.02|Untitled(9)|motilli 🙏
0469|120241613808570705|0.02|9|motilli 🙏
0469|120241613809050705|0.02|Untitled(1)|motilli 🙏
0756|120246725691850653|0.02|1|motilli natives
0469|120238614261640705|0.01|Untitled(4)|motilli 🚀🚀🚀🚀
0469|120241389133450705|0.01|1|avelle
