date,account,description,merchant,amount,direction,currency,txn_id,hint
2026-07-06,Business Platinum Card® (3009),SHOPIFY* 554240658 ELK GROVE VILLAGE IL,Shopify,39.00,out,USD,TRN-4bd83710-1f74-4ac0-95e6-2f0354606bad,American Express
2026-07-07,BUSINESS CHECKING ...0189 (0189),SHOPIFY          SHOPIFY           ST-N2M9Z3O5J3G4 BTO EC VENTURES                                 ,Shopify,31443.13,in,USD,TRN-782dee9f-ce93-428e-b90d-f9f1671ca5e9,Wells Fargo
2026-07-07,BUSINESS CHECKING ...0189 (0189),SHOPIFY          TRANSFER   260706 SHOPIFY         BTO EC VENTURES                                 ,Shopify,987.84,in,USD,TRN-dbfb639a-1392-4211-be0f-ff7c46839d9c,Wells Fargo
2026-07-07,Business Gold Card (1000),PXY FACEBK *HM78QMENLO PARK,Facebook ads,100.00,out,USD,TRN-00b876da-b3a5-49f0-8e2e-46ce2a325bb1,American Express
2026-07-07,Business Gold Card (1000),PXY FACEBK *N7XXQ650-543-7818 CA,Facebook,100.00,out,USD,TRN-03179180-79ab-4cc7-8987-6c6872ebe6f6,American Express
2026-07-07,Business Gold Card (1000),PXY FACEBK *WHBUCMENLO PARK,Facebook ads,100.00,out,USD,TRN-3f8ed4d2-22f8-43c0-a3af-22b4f827a422,American Express
2026-07-07,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.05,out,USD,TRN-2a540912-1356-47cb-8d14-f88ec2622d3a,American Express
2026-07-07,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.12,out,USD,TRN-552e9908-cf6e-41eb-a228-08e680ab4acd,American Express
2026-07-07,Business Platinum Card® (3009),KIE AI DENVER CO,Kie Ai,50.00,out,USD,TRN-9227fcb6-38a6-43b6-8312-4903e1acfb7f,American Express
2026-07-07,Business Platinum Card® (3009),PHANTOMSTAYS SHERIDAN WY,Phantomstays,973.00,out,USD,TRN-7d541e9c-0c3c-45e1-9954-0a64e5e8449d,American Express
2026-07-07,Business Platinum Card® (3009),SHOPIFY* 554818510 ELK GROVE VILLAGE IL,Shopify,31.99,out,USD,TRN-27a29638-47ae-4812-bc61-d0e307abe4ef,American Express
2026-07-07,Business Platinum Card® (3009),SIMPLEFIN BRIDGE CHESTNUT MOUNTAIN GA,SimpleFIN Bridge,1.50,out,USD,TRN-7d4e1514-df66-4d76-82fa-f8be29470389,American Express
2026-07-07,Business Platinum Card® (3009),WHOP*PHANTOMSTAYS LEBANON PA,Whop Phantomstays,6500.00,out,USD,TRN-2cc84aac-051d-47f8-a1e4-31800c675fb0,American Express
2026-07-07,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.00,out,USD,TRN-4eedfb08-35db-4383-aa1c-217ade752281,American Express
2026-07-07,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.11,out,USD,TRN-17404925-c600-47f2-b776-26d8619ecd65,American Express
2026-07-07,Business Platinum Card® (3009),AplPay TST* THE VILLNEWPORT BEACH CA,Aplpay the,8.95,out,USD,TRN-d4284975-76e5-44d4-a5c4-b1e55473bb66,American Express
2026-07-07,Business Platinum Card® (3009),GROK XAI PALO ALTO CA,Grok Xai,10.00,out,USD,TRN-13302736-e322-48eb-8693-e84b82c93e03,American Express
2026-07-07,Business Platinum Card® (3009),TST* TODOS SANTOS - NEWPORT BEACH CA,Todos Santos,200.00,out,USD,TRN-f5171cbe-c950-4aa0-abf8-2008cc188c4c,American Express
2026-07-07,CHECKING ...6666 (6666),Instant Pmt from VENMO on 07/07 Ref#20260707021000021P1BRJPC02860023325 INSTANT TRANSFER,Transfer from Venmo,320.79,in,USD,TRN-d4eefd4d-bd44-41af-9ff1-369b3b45ac09,Wells Fargo
2026-07-08,BUSINESS CHECKING ...0189 (0189),BUSINESS TO BUSINESS ACH INTUIT *         QBooks Onl 260707 5690710         BTO EC VENTURES LLC                             ,Intuit,174.00,out,USD,TRN-7a2768eb-fad0-4a06-ae56-b7e2382c24e1,Wells Fargo
2026-07-08,BUSINESS CHECKING ...0189 (0189),ZELLE TO ALLISON OLMSTEAD ON 07/08 REF # WFCT22DCF6L5,Zelle Transfer,3000.00,out,USD,TRN-28b233ae-0b0a-4a2b-a84a-9f51b484c2cc,Wells Fargo
2026-07-08,BUSINESS CHECKING ...0189 (0189),WT 260708-022265 JPMORGAN CHASE BANK /BNF=Dhanraj Gala                                SRF#    OW00007172193268 TRN#260708022265  RFB#    OW00007172193268,Jpmorgan Chase Bank Bnf=dhanraj Gala Ow,2350.00,out,USD,TRN-f3c85801-67ab-4a6d-9f51-848c5cc94d00,Wells Fargo
2026-07-08,BUSINESS CHECKING ...0189 (0189),WIRE TRANS SVC CHARGE - SEQUENCE:  260708022265                                       SRF#    OW00007172193268 TRN#260708022265  RFB#    OW00007172193268,Wire Transfer Service Fee,25.00,out,USD,TRN-813521c2-9f59-42de-9787-ccf37539e343,Wells Fargo
2026-07-08,BUSINESS CHECKING ...0189 (0189),Shopify          Shopify           ST-L4I6Q1W0I2M7 BTO EC VENTURES                                 ,Shopify,3742.78,in,USD,TRN-86b56971-e80e-485e-9d1c-04352a29ddfc,Wells Fargo
2026-07-08,BUSINESS CHECKING ...0189 (0189),SHOPIFY          TRANSFER   260707 SHOPIFY         BTO EC VENTURES                                 ,Shopify,257.46,in,USD,TRN-cc1ff2ad-7041-405c-84ae-12d8d158ca61,Wells Fargo
2026-07-08,Business Gold Card (1000),PXY FACEBK *5LQ8WMENLO PARK,Facebook ads,100.00,out,USD,TRN-d5234775-1587-49b8-8fc3-b7c32f6a88e5,American Express
2026-07-08,Business Gold Card (1000),PXY FACEBK *6H7RUMENLO PARK,Facebook ads,100.00,out,USD,TRN-b8af63c3-cf18-44fb-abd4-6f3466337dc1,American Express
2026-07-08,Business Gold Card (1000),PXY FACEBK *HRN5T650-543-7818 CA,Facebook,100.00,out,USD,TRN-821b72ed-2987-458b-8e47-cf72a014d0d1,American Express
2026-07-08,Business Gold Card (1000),PXY FACEBK *N848KMENLO PARK,Facebook ads,706.68,out,USD,TRN-dbeda7b0-ffe4-491a-8658-78118dc4d317,American Express
2026-07-08,Business Gold Card (1000),PXY FACEBK *PH4SFMENLO PARK,Facebook ads,100.00,out,USD,TRN-0a03d0d6-79c2-441a-a24d-d78ddfd25aa4,American Express
2026-07-08,Business Platinum Card® (3009),ADNOVA.AI TIRUCHIRAPPALLI TN,Adnova Ai,139.00,out,USD,TRN-df64f389-4971-4b61-be2b-b5ecfdb348ec,American Express
2026-07-08,Business Platinum Card® (3009),AplPay CHIPOTLE 1441NEWPORT BEACH CA,Chipotle,19.13,out,USD,TRN-0980913c-203f-4be7-a0c0-458e5109b899,American Express
2026-07-09,BUSINESS CHECKING ...0189 (0189),Shopify          Shopify           ST-R9E0E0V6W5S9 BTO EC VENTURES                                 ,Shopify,1888.24,in,USD,TRN-bca83262-621f-4ac0-8791-5999d953450f,Wells Fargo
2026-07-09,BUSINESS CHECKING ...0189 (0189),SHOPIFY          TRANSFER   260708 SHOPIFY         BTO EC VENTURES                                 ,Shopify,105.00,in,USD,TRN-1501c853-5ffe-41da-af90-2211e151bcf9,Wells Fargo
2026-07-09,BUSINESS CHECKING ...0189 (0189),BUSINESS TO BUSINESS ACH AMERICAN EXPRESS ACH PMT    260709 M7248           BROOKS T ORRADRE                                ,American Express Credit Card - Brooks T Orradre,13759.59,out,USD,TRN-f0c3fe49-6367-4791-8a6a-15a4f328e4dd,Wells Fargo
2026-07-09,Business Gold Card (1000),PXY FACEBK *4BMJW650-543-7818 CA,Facebook,100.00,out,USD,TRN-5618d3e4-e48d-4713-9246-b4dd1743fe92,American Express
2026-07-09,Business Gold Card (1000),PXY FACEBK *B7UUBMENLO PARK,Facebook ads,2000.00,out,USD,TRN-9f8498a3-7ebb-494c-8b9a-e195cf8e01d1,American Express
2026-07-09,Business Gold Card (1000),PXY FACEBK *FCCMM650-543-7818 CA,Facebook,100.00,out,USD,TRN-bf209517-13a3-42f4-af16-0f0ffceb46c4,American Express
2026-07-09,Business Gold Card (1000),PXY FACEBK *N3NNP650-543-7818 CA,Facebook,2.41,out,USD,TRN-a94503e2-13c8-4563-bcb7-a3605991def9,American Express
2026-07-09,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.20,out,USD,TRN-99df52ca-76fc-4952-bbb8-8326b954025e,American Express
2026-07-09,Business Platinum Card® (3009),AplPay RALPH'S COFFENewport Beach CA,Aplpay Ralph's Coffe,5.93,out,USD,TRN-1ae581d5-3370-470f-82eb-59c14a5ee070,American Express
2026-07-09,Business Platinum Card® (3009),EQUINOX #732 NEW YORK NY,Equinox,45.00,out,USD,TRN-467d17f0-9df9-43d2-a407-08572aa5a0cd,American Express
2026-07-09,Business Platinum Card® (3009),MOBILE PAYMENT - THANK YOU,Payment,13759.59,in,USD,TRN-7d91e6b2-66e5-4a72-adf3-5df24627c160,American Express
2026-07-09,Business Platinum Card® (3009),AplPay CHIPOTLE 1441NEWPORT BEACH CA,Chipotle,23.28,out,USD,TRN-ca2e06bb-7b1b-4dcc-8522-53eaf9be6e67,American Express
2026-07-09,Business Platinum Card® (3009),KIE AI DENVER CO,Kie Ai,10.00,out,USD,TRN-0a40cc42-80d5-4d27-b256-b74dc51f4ba0,American Express
2026-07-09,Business Platinum Card® (3009),KIE AI DENVER CO,Kie Ai,10.00,out,USD,TRN-4b0e2f09-82e6-46c9-ba20-0a997777a536,American Express
2026-07-09,WELLS FARGO ACTIVE CASH VISA�� CARD ...7598 (7598),HELP.HBOMAX.COM HBOMAX.COM NY,HBO Max,22.99,out,USD,TRN-5ec84d6d-e8a4-4a5c-816f-6964bc9b5bdf,Wells Fargo
2026-07-10,BUSINESS CHECKING ...0189 (0189),SHOPIFY          TRANSFER   260709 SHOPIFY         BTO EC VENTURES                                 ,Shopify,201.20,in,USD,TRN-f5e57e96-f2d1-4edf-8116-3f4e7e82f4a5,Wells Fargo
2026-07-10,BUSINESS CHECKING ...0189 (0189),Shopify          Shopify           ST-O0L1Y4W6X8Z8 BTO EC VENTURES                                 ,Shopify,5917.14,in,USD,TRN-43590bba-e71a-4d88-8097-4c1b9ce4c1a2,Wells Fargo
2026-07-10,Business Gold Card (1000),PXY FACEBK *ENJDPMENLO PARK,Facebook ads,100.00,out,USD,TRN-efa900f1-d982-4c39-89d6-054858b138b2,American Express
2026-07-10,Business Platinum Card® (3009),AplPay AIRBNB * HMYCSAN FRANCISCO CA,Airbnb,2949.97,out,USD,TRN-49f25e4f-6306-4eca-9a88-ace618de249e,American Express
2026-07-10,Business Platinum Card® (3009),KIE AI DENVER CO,Kie Ai,10.00,out,USD,TRN-4a3f4ba5-d42f-4ee0-9f69-3d55fdef4cfb,American Express
2026-07-10,Business Platinum Card® (3009),KIE AI DENVER CO,Kie Ai,50.00,out,USD,TRN-c10d71eb-6532-410c-8893-ee1605a20bf8,American Express
2026-07-10,Business Platinum Card® (3009),TRYATRIA.COM SINGAPORE SG,Tryatria.com,159.00,out,USD,TRN-85a613b8-dbc9-4dda-8e87-5d82f89e9683,American Express
2026-07-10,Business Platinum Card® (3009),VERCEL INC. COVINA CA,Vercel Inc,21.32,out,USD,TRN-be5f8449-cc1f-4f76-9e86-472dc9948f96,American Express
2026-07-10,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.44,out,USD,TRN-4a1c0376-8ac7-41ce-acea-76dd7d8857c4,American Express
2026-07-10,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.45,out,USD,TRN-d91dce9b-be24-461b-a248-ee59e2c21f2e,American Express
2026-07-10,Business Platinum Card® (3009),AplPay SHAKE SHACK -COSTA MESA CA,Shake Shack,33.36,out,USD,TRN-f88ad4cd-7ebe-48a6-b02e-1db937960ba7,American Express
2026-07-10,Business Platinum Card® (3009),AplPay UKVI UKVI LONDON GB,Aplpay Ukvi London,27.78,out,USD,TRN-33c7dfb4-7bda-4e84-aabf-224272e63be4,American Express
2026-07-10,Business Platinum Card® (3009),BRANDWISE.AI NEWARK DE,Brandwise Ai,49.00,out,USD,TRN-3cb19d69-7169-48e1-a359-ced3306ed677,American Express
2026-07-10,Business Platinum Card® (3009),NOTION LABS; INC. SAN FRANCISCO CA,Notion Labs Inc,32.00,out,USD,TRN-fdd8f226-5c44-4b86-a703-b24e60cd66a5,American Express
2026-07-10,Business Platinum Card® (3009),TST* AVILAS EL RANCHCORONA DEL MAR CA,Avilas El Ranchcorona Del,150.25,out,USD,TRN-d2a65ee0-a871-4ca7-a3fc-5456ef0e569c,American Express
2026-07-10,CHECKING ...6666 (6666),PURCHASE                                AUTHORIZED ON   07/09 PAYPAL *MICROSOFT         402-935-7733  WA  SXXXXXXXXXXX1111   CARD 8963,Microsoft,12.99,out,USD,TRN-0151fc9b-01b7-43f1-bcc5-96735c554ad0,Wells Fargo
2026-07-10,WELLS FARGO ACTIVE CASH VISA�� CARD ...7598 (7598),KALODATA KWUN TONG HK,Kalodata Kwun Tong,89.90,out,USD,TRN-30956e8e-289e-4ed4-87e6-acd7119dc3ed,Wells Fargo
2026-07-11,Business Gold Card (1000),PXY FACEBK *JKSG4650-543-7818 CA,Facebook,100.00,out,USD,TRN-ba8e5918-41b5-4a93-bd35-7cfe316c993c,American Express
2026-07-11,Business Gold Card (1000),PXY FACEBK *SNKGU650-543-7818 CA,Facebook,100.00,out,USD,TRN-df61d717-a81d-4a7a-94ce-855e511ecdf4,American Express
2026-07-11,Business Platinum Card® (3009),EQUINOX #732 NEW YORK NY,Equinox,45.00,out,USD,TRN-f181c2bb-4a06-4a1c-92ac-9cc641ee4bbb,American Express
2026-07-11,Business Platinum Card® (3009),KIE AI DENVER CO,Kie Ai,10.00,out,USD,TRN-9921f0ce-eac5-4896-bd57-004838c12804,American Express
2026-07-11,Business Platinum Card® (3009),KIE AI DENVER CO,Kie Ai,10.00,out,USD,TRN-1bc6d3e3-5027-4a59-962f-30e5daa4330d,American Express
2026-07-11,Business Platinum Card® (3009),KIE AI DENVER CO,Kie Ai,10.00,out,USD,TRN-34d71f61-745f-4fb8-861f-206f715aefab,American Express
2026-07-11,Business Platinum Card® (3009),KIE AI DENVER CO,Kie Ai,50.00,out,USD,TRN-11ddecc9-33f2-412c-80bb-839bf073afc2,American Express
2026-07-11,Business Platinum Card® (3009),AplPay CHICK-FIL-A #NEWPORT BEACH CA,Chick-fil-A,23.36,out,USD,TRN-13c8ac0f-c76f-420c-8ed5-4361a2218ac9,American Express
2026-07-11,WELLS FARGO ACTIVE CASH VISA�� CARD ...7598 (7598),LEGALSHIELD *MEMBRSHIP 800-6547757 OK,LegalShield,49.00,out,USD,TRN-ac374174-901d-4009-8270-cb8c683d3e1a,Wells Fargo
2026-07-12,Business Gold Card (1000),PXY FACEBK *7WE8S650-543-7818 CA,Facebook,100.00,out,USD,TRN-88fd27c2-b244-450e-adb0-0799c1259818,American Express
2026-07-12,Business Gold Card (1000),PXY FACEBK *HCU9EMENLO PARK,Facebook ads,2000.00,out,USD,TRN-5e4ed987-8a88-426c-ab1e-ede869de6a42,American Express
2026-07-12,Business Platinum Card® (3009),APPLE.COM/BILL INTERNET CHARGE CA,Apple,9.98,out,USD,TRN-3a34fe2f-78cb-4137-95f6-27f711b93db0,American Express
2026-07-12,Business Platinum Card® (3009),WHOP*RUNITUP 741664 NEW YORK NY,Whop Runitup,262.50,out,USD,TRN-487edaac-561e-4849-af77-58f3f4f669b1,American Express
2026-07-12,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.05,out,USD,TRN-c9880cab-2508-4d50-b112-2ddda9a60efd,American Express
2026-07-12,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.26,out,USD,TRN-554528f9-de2d-46c7-9edc-effcf2b658ee,American Express
2026-07-12,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.45,out,USD,TRN-c7f9423c-2e40-4e43-9fe1-b40cd3f52e99,American Express
2026-07-12,Business Platinum Card® (3009),APPLE.COM/BILL INTERNET CHARGE CA,Apple,13.49,out,USD,TRN-b4c1e495-2eb8-4190-b1db-8fadfba353f0,American Express
2026-07-13,BUSINESS CHECKING ...0189 (0189),SHOPIFY          TRANSFER   260710 SHOPIFY         BTO EC VENTURES                                 ,Shopify,262.67,in,USD,TRN-318a404e-f1fe-4046-ab3b-803392ebedf8,Wells Fargo
2026-07-13,BUSINESS CHECKING ...0189 (0189),Shopify          Shopify           ST-F8G8B7I2L8T0 BTO EC VENTURES                                 ,Shopify,3378.62,in,USD,TRN-fdad4653-c724-4a1e-b941-bed5079ebce1,Wells Fargo
2026-07-13,BUSINESS CHECKING ...0189 (0189),SHOPIFY          TRANSFER   260712 SHOPIFY         BTO EC VENTURES                                 ,Shopify,116.69,in,USD,TRN-007fabf7-9e72-4358-997c-2901e42d7cf1,Wells Fargo
2026-07-13,BUSINESS CHECKING ...0189 (0189),SHOPIFY          TRANSFER   260712 SHOPIFY         BTO EC VENTURES                                 ,Shopify,193.48,in,USD,TRN-0241980b-a190-417e-a1cd-98e112e1e60d,Wells Fargo
2026-07-13,Business Gold Card (1000),PXY FACEBK *4Q36WMENLO PARK,Facebook ads,2000.00,out,USD,TRN-c213865f-24a6-4c13-9346-1b5026a80156,American Express
2026-07-13,Business Gold Card (1000),PXY FACEBK *H38MBMENLO PARK,Facebook ads,100.00,out,USD,TRN-d2e9e214-7187-4f70-a818-65161ace6b55,American Express
2026-07-13,Business Gold Card (1000),PXY FACEBK *M52M6650-543-7818 CA,Facebook,100.00,out,USD,TRN-fe837b1a-07c4-400a-bd3d-51b1d6d59741,American Express
2026-07-13,Business Gold Card (1000),DISPUTIFIER AUSTIN TX,Disputifier,364.00,out,USD,TRN-df44cad1-7696-4cfc-af09-ff2e633faed2,American Express
2026-07-13,Business Gold Card (1000),PXY FACEBK *E2NA3650-543-7818 CA,Facebook,100.00,out,USD,TRN-fe84ab2a-bd55-4ead-a557-4ca4ee19fd97,American Express
2026-07-13,Business Platinum Card® (3009),AplPay VIASAT; INC. CARLSBAD CA,Viasat,25.52,out,USD,TRN-4abf7566-b224-4b04-876a-990da5b1c66e,American Express
2026-07-13,Business Platinum Card® (3009),SHOPIFY* 557545487 ELK GROVE VILLAGE IL,Shopify,425.33,out,USD,TRN-48f7b6f4-b5fc-434a-acc3-0e044b198ffb,American Express
2026-07-13,Business Platinum Card® (3009),VIASAT; INC. CARLSBAD CA,Viasat,8.05,out,USD,TRN-22f08716-e519-49c6-a0f7-66723bc6718c,American Express
2026-07-13,Business Platinum Card® (3009),AMEX Fine Hotels andAmexTravel.com IL,Andamextravel.com,2392.44,out,USD,TRN-529eaf61-46ed-4662-90f8-81210d38fe7d,American Express
2026-07-13,Business Platinum Card® (3009),AplPay EXXONMOBIL CORONA DEL MA CA,ExxonMobil,109.01,out,USD,TRN-0f71f5c6-2c32-4f85-bd39-ba95645b04d7,American Express
2026-07-13,Business Platinum Card® (3009),AplPay LAX 867 BordeLOS ANGELES,Aplpay Lax Bordelos Angeles,43.86,out,USD,TRN-f7961c3c-2173-40f8-bbcc-44664748f035,American Express
2026-07-13,Business Platinum Card® (3009),LAX 867 Border GrillLOS ANGELES,Lax Border Grilllos Angeles,129.00,out,USD,TRN-14d93aae-ee18-41ff-9472-bdd884a7ff7c,American Express
2026-07-13,Business Platinum Card® (3009),VAA LAX LOS ANGELES CA,Vaa Lax,404.00,out,USD,TRN-9f6e3024-fe3f-405e-abce-c7231e88ae94,American Express
2026-07-13,Business Platinum Card® (3009),LAS BRISAS - LAGUNA LAGUNA BEACH CA,Las Brisas,249.36,out,USD,TRN-7ab901ec-244f-496a-af4b-e039b61bc29e,American Express
2026-07-13,CHECKING ...6666 (6666),INTERNATIONAL ATM ACCESS FEE REIMBURSEMENT,ATM Fee Reversal,6.11,in,USD,TRN-4155fa23-cf90-4e84-98a7-17542e2c3671,Wells Fargo
2026-07-13,CHECKING ...6666 (6666),NON-WF ATM WITHDRAWAL          AUTHORIZED ON   07/13 CRANBOURN STREET          LONDON        GBR 586194792469155   ATM ID UKD03832 CARD 8963,ATM Withdrawal,315.44,out,USD,TRN-e9eb9bd4-f5b5-4143-82f9-1e9ad00571aa,Wells Fargo
2026-07-13,WELLS FARGO ACTIVE CASH VISA�� CARD ...7598 (7598),NBA League Pass Secaucus NJ,Nba League Pass,24.99,out,USD,TRN-95c91579-d52c-45ff-95d1-8be404a9b366,Wells Fargo
2026-07-14,BUSINESS CHECKING ...0189 (0189),Shopify          Shopify           ST-S2J5M9E0U1N7 BTO EC VENTURES                                 ,Shopify,7798.19,in,USD,TRN-034c2ebb-2b78-4e86-805f-0325d18f8cd1,Wells Fargo
2026-07-14,Business Gold Card (1000),PXY FACEBK *GM8Y2MENLO PARK,Facebook ads,1.09,out,USD,TRN-1411b6be-1076-4d1d-8274-b9bff72737ea,American Express
2026-07-14,Business Gold Card (1000),PXY FACEBK *HPH87MENLO PARK,Facebook ads,2047.42,out,USD,TRN-8523ad0f-3001-4e01-b1b1-208adb4c2f11,American Express
2026-07-14,Business Gold Card (1000),PXY FACEBK *VUVX7MENLO PARK,Facebook ads,100.00,out,USD,TRN-57aae573-4ba6-4e03-89ab-b001d93be385,American Express
2026-07-14,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.01,out,USD,TRN-1f6eb424-f8e9-49c9-8752-458a70aae64d,American Express
2026-07-14,Business Platinum Card® (3009),AplPay LIME*RIDE AFTLONDON GB,Lime,7.10,out,USD,TRN-bf62263e-4c21-4c88-9266-d07110c05af1,American Express
2026-07-14,Business Platinum Card® (3009),BOCCA DI LUPO London GB,Bocca Di Lupo London,197.56,out,USD,TRN-494959cd-10ab-466e-a409-42d2e9aca905,American Express
2026-07-14,Business Platinum Card® (3009),O'Neill's Wardour StLONDON GB,O'neill's Wardour Stlondon,17.94,out,USD,TRN-793b57bb-53be-4cf3-92e6-ec6172d135a6,American Express
2026-07-14,Business Platinum Card® (3009),SHOPIFY* 558281004 ELK GROVE VILLAGE IL,Shopify,66.97,out,USD,TRN-6faaea5f-5e6c-4b2d-9425-1dee28ddea75,American Express
2026-07-14,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.02,out,USD,TRN-e8272bd3-dc44-4cd4-9f39-c1c51f830ce3,American Express
2026-07-14,Business Platinum Card® (3009),Platinum Hotel Credit,Platinum Hotel Credit,300.00,in,USD,TRN-73ce8de6-edc9-4fe6-b91b-cbeb29ac04cf,American Express
2026-07-15,BUSINESS CHECKING ...0189 (0189),WT XXXXXX-XX4806 JPMORGAN CHASE BANK /BNF=Haikou Genyangkai Ecommerce Firm            SRF#    OWXXXXXXXXXX9749 TRN#XXXXXXXX4806  RFB#    OWXXXXXXXXXX9749,Jpmorgan Chase Bank Bnf=haikou Genyangkai Firm Ow,62752.01,out,USD,TRN-1e471bb3-73ac-4bd7-aa46-f8ff8e520797,Wells Fargo
2026-07-15,BUSINESS CHECKING ...0189 (0189),Shopify          Shopify           ST-P3M6Y3A4S7S6 BTO EC VENTURES                                 ,Shopify,6145.09,in,USD,TRN-a1633a0b-adf8-4b5c-83d8-fd88392a1828,Wells Fargo
2026-07-15,BUSINESS CHECKING ...0189 (0189),WIRE TRANS SVC CHARGE - SEQUENCE:  260715054806                                       SRF#    OW00007199099749 TRN#260715054806  RFB#    OW00007199099749,Wire Transfer Service Fee,25.00,out,USD,TRN-76808e7c-f6dc-44f6-8efd-722ab3c9fd8e,Wells Fargo
2026-07-15,Business Gold Card (1000),PXY FACEBK *DB6KGMENLO PARK,Facebook ads,2000.00,out,USD,TRN-a9db0aa2-6136-4159-b337-bdf0ae5042d3,American Express
2026-07-15,Business Gold Card (1000),PXY FACEBK *PZHN5MENLO PARK,Facebook ads,100.00,out,USD,TRN-3a115c10-ef6f-4d16-a8d4-9c86c458cb87,American Express
2026-07-15,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.03,out,USD,TRN-daf24e71-e687-4b75-a330-b0cebfa51b8f,American Express
2026-07-15,Business Platinum Card® (3009),AplPay EASYJET LUTON GB,Aplpay Easyjet Luton,259.79,out,USD,TRN-bb38beca-96f4-4a1a-a3f0-2b9b598ec883,American Express
2026-07-15,Business Platinum Card® (3009),AplPay EASYJET LUTON; BEDFORDSHIRE GB,Aplpay Easyjet Luton Bedfordshire,64.55,out,USD,TRN-80be1fa4-c29a-48a9-a3d2-882b83717299,American Express
2026-07-15,Business Platinum Card® (3009),AplPay LIME*RIDE AFTLONDON GB,Lime,2.68,out,USD,TRN-ed2798eb-8846-4ce1-b5be-8eca6a264b21,American Express
2026-07-15,Business Platinum Card® (3009),AplPay LIME*RIDE AFTLONDON GB,Lime,3.56,out,USD,TRN-eac2dee5-c1dc-4a44-a744-57da81ed0166,American Express
2026-07-15,Business Platinum Card® (3009),AplPay ZETTLE *YOLK LONDON GB,Aplpay Zettle Yolk London,18.69,out,USD,TRN-4bd2f63f-5394-43a9-99f7-bcfaabf16bd0,American Express
2026-07-15,Business Platinum Card® (3009),DocuSign SEATTLE WA,DocuSign,15.00,out,USD,TRN-6ea8ea1d-1e27-4528-bc55-405b56f98126,American Express
2026-07-15,Business Platinum Card® (3009),EASYJET LUTON GB,Easyjet Luton,314.62,out,USD,TRN-530ebca8-64f5-4cff-9fa0-5b104dea311b,American Express
