date,account,description,merchant,amount,direction,currency,txn_id,hint
2026-02-05,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.80,out,USD,TRN-ea29d0ef-af4e-4f32-a90d-9c64a056a016,American Express
2026-02-05,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,12.03,out,USD,TRN-80a98c0e-70fe-49c1-9ab8-8d91ffd9e7de,American Express
2026-02-05,Business Platinum Card® (3009),AplPay BT*GRUBHUB CASAN FRANCISCO CA,Grubhub,4.60,out,USD,TRN-e744c137-77a7-4007-9d0f-09bf9047a23f,American Express
2026-02-05,Business Platinum Card® (3009),PXY FACEBK *8BYKDMENLO PARK,Facebook ads,354.00,out,USD,TRN-07660d11-4bb1-4318-9484-7d31670ce582,American Express
2026-02-05,Business Platinum Card® (3009),SHOPIFY* 484388221 ELK GROVE VILLAGE IL,Shopify,65.58,out,USD,TRN-e5ff05aa-e52b-41b8-b2ef-01b6579b9dfa,American Express
2026-02-05,Business Platinum Card® (3009),SHOPIFY* 484404207 ELK GROVE VILLAGE IL,Shopify,90.00,out,USD,TRN-19a47087-5387-4e76-b538-4d57b263ce7b,American Express
2026-02-05,Business Platinum Card® (3009),91853 - HILLTOP PLAZDALLAS TX,Hilltop,12.00,out,USD,TRN-4943730f-daef-4feb-84df-a6799e9e6e01,American Express
2026-02-05,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,12.86,out,USD,TRN-a37c3aa7-174a-4fa0-924e-931a46b7bec9,American Express
2026-02-05,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,25.00,out,USD,TRN-a163066f-660c-4b91-bb23-04f7952bbfa7,American Express
2026-02-05,Business Platinum Card® (3009),AplPay 10131 CAVA TUDALLAS TX,Aplpay Cava,12.50,out,USD,TRN-237fbb5f-ccb0-460f-89f1-032dce126581,American Express
2026-02-05,Business Platinum Card® (3009),AplPay CHIPOTLE 1282DALLAS TX,Chipotle,22.57,out,USD,TRN-707adf10-ce62-423c-a350-1cdc26657fad,American Express
2026-02-05,Business Platinum Card® (3009),AplPay VIRTUS BARBERDALLAS TX,Aplpay Virtus,60.00,out,USD,TRN-dc4b4083-3c77-433e-b09e-e6e708153064,American Express
2026-02-05,Business Platinum Card® (3009),NETLIFY SAN FRANCISCO CA,Netlify,20.00,out,USD,TRN-0e53295a-a2d9-4dd3-a89e-52a1a9f3b769,American Express
2026-02-05,Business Platinum Card® (3009),NOTION LABS; INC. SAN FRANCISCO CA,Notion Labs Inc,34.11,out,USD,TRN-8c4ce6ba-c03a-4867-8183-a2db3351eafe,American Express
2026-02-05,Business Platinum Card® (3009),UBER ONE help.uber.com CA,Uber,9.99,out,USD,TRN-44307bf1-e76b-4ed5-b3b7-f076efbab174,American Express
2026-02-05,CHECKING ...6666 (6666),RECURRING PAYMENT                       AUTHORIZED ON   02/04 P.SKOOL.COM/QHFYP         WWW.SKOOL.COM CA  S306035787913215   CARD 8963,Skool.com,199.00,out,USD,TRN-4a8b7ff4-04ae-41ca-90c7-9c7e26433f2f,Wells Fargo
2026-02-05,WELLS FARGO ACTIVE CASH VISA�� CARD ...7598 (7598),COCKATOO INC COCKATOO.COM AZ,Cockatoo.com,19.99,out,USD,TRN-f3a77c5e-6835-45cd-b773-16a558e37ff0,Wells Fargo
2026-02-06,BUSINESS CHECKING ...0189 (0189),SHOPIFY          SHOPIFY           ST-N2I3E6R3Z4O8 BTO EC VENTURES                                 ,Shopify,189.17,in,USD,TRN-c9f007e6-4bfc-4347-9b65-ba97372c25f5,Wells Fargo
2026-02-06,Blue Cash Preferred® (3000),RENEWAL MEMBERSHIP FEE,Renewal Membership Fee,95.00,out,USD,TRN-307d04de-b2d5-4d79-b637-f114a4b9cb22,American Express
2026-02-06,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.03,out,USD,TRN-177bdf3c-435f-427c-8e18-a89baeed1170,American Express
2026-02-06,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.40,out,USD,TRN-89068356-00ce-46a1-ae9e-ea0d2109299e,American Express
2026-02-06,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.47,out,USD,TRN-15f3f893-ab64-4f2b-8c99-94df8856898e,American Express
2026-02-06,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.48,out,USD,TRN-93be064b-9c13-4496-83b6-cd7d0ebfe938,American Express
2026-02-06,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.76,out,USD,TRN-4b54edb8-3ff0-41e1-88b3-ed7db11d10d2,American Express
2026-02-06,Business Platinum Card® (3009),PXY FACEBK *CVRAJMENLO PARK,Facebook ads,389.00,out,USD,TRN-5cfad365-b542-42d3-9a92-c82185128db1,American Express
2026-02-06,Business Platinum Card® (3009),PXY FACEBK *NQLRQMENLO PARK,Facebook ads,371.00,out,USD,TRN-82fb50c5-ce79-476d-9a3a-0114142732c6,American Express
2026-02-06,Business Platinum Card® (3009),SHOPIFY* 484840296 ELK GROVE VILLAGE IL,Shopify,61.00,out,USD,TRN-01a38e56-dde2-4a68-b89d-24df466bc49d,American Express
2026-02-06,Business Platinum Card® (3009),Uber Trip help.uber.com CA,Uber Trip,36.20,out,USD,TRN-432fe37f-60fb-4ea8-83da-ccf141b34028,American Express
2026-02-06,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.42,out,USD,TRN-9fdfc71c-34d0-4a11-879d-405561b66f8a,American Express
2026-02-06,Business Platinum Card® (3009),AplPay AMK SMU SBUCKDALLAS TX,Aplpay Amk Smu,10.83,out,USD,TRN-1a206923-265f-4a2f-b505-ef9d9f9e6486,American Express
2026-02-06,Business Platinum Card® (3009),AplPay BT*GRUBHUB CASAN FRANCISCO CA,Grubhub,18.86,out,USD,TRN-daeace39-c9c4-47f1-8d89-f14784fc9985,American Express
2026-02-06,Business Platinum Card® (3009),AplPay CHIPOTLE 1282DALLAS TX,Chipotle,22.57,out,USD,TRN-3e78816b-d8cc-40fb-8965-bf8352f5bf69,American Express
2026-02-07,Business Platinum Card® (3009),DELTA AIR LINES ATLANTA,Delta Airlines,35.00,out,USD,TRN-1c3748b1-e19e-44ff-9925-549f78378e83,American Express
2026-02-07,Business Platinum Card® (3009),DELTA AIR LINES ATLANTA,Delta Airlines,45.00,out,USD,TRN-ed51a381-0429-4048-8791-2cb8315cd688,American Express
2026-02-07,Business Platinum Card® (3009),DELTA AIR LINES ATLANTA,Delta Airlines,150.00,out,USD,TRN-83f5d106-b83d-410f-9e65-8420a647efc2,American Express
2026-02-07,Business Platinum Card® (3009),DELTA AIR LINES ATLANTA,Delta Airlines,200.00,out,USD,TRN-ee2baf38-e57a-4573-af1d-8f27bc183f24,American Express
2026-02-07,Business Platinum Card® (3009),DELTA AIR LINES ATLANTA,Delta Airlines,200.00,out,USD,TRN-14f809fa-b01c-4b6f-9d0f-df4fc44ce37d,American Express
2026-02-07,Business Platinum Card® (3009),PXY FACEBK *X9QZUMENLO PARK,Facebook ads,407.00,out,USD,TRN-97555435-35f4-44d0-892e-064a74213064,American Express
2026-02-07,Business Platinum Card® (3009),Uber Trip help.uber.com CA,Uber Trip,195.82,out,USD,TRN-7b6e2dbc-f4a5-4cf6-b39c-2e753d963083,American Express
2026-02-07,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.32,out,USD,TRN-81900ad8-9f11-4157-8764-adcdc34c27ce,American Express
2026-02-07,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,13.07,out,USD,TRN-86641ec6-9b4f-4a2c-864e-ed15b4a13131,American Express
2026-02-07,Business Platinum Card® (3009),AplPay PANDA (DFW) DALLAS TX,Aplpay Panda,11.47,out,USD,TRN-2a787c44-c30c-4d9c-88b7-206dae73f9fb,American Express
2026-02-07,Business Platinum Card® (3009),DDTECH SOLUTIONS ST. PETERSBURG FL,Ddtech Solutions,4.99,out,USD,TRN-76004013-aca4-41b2-bbf8-e9c865178201,American Express
2026-02-07,Business Platinum Card® (3009),GOLDENER HIRSCH - REPARK CITY UT,Goldener Hirsch,426.00,out,USD,TRN-6214f0e8-41dd-4375-a66d-1ea990903999,American Express
2026-02-07,Business Platinum Card® (3009),SHOPIFY* 484860553 ELK GROVE VILLAGE IL,Shopify,66.00,out,USD,TRN-3a4a11b2-3eae-4903-98d2-0f88483f6f14,American Express
2026-02-08,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,12.61,out,USD,TRN-a96cb41c-d102-4e0a-8c78-d6eb72e6694e,American Express
2026-02-08,Business Platinum Card® (3009),DELTA AIR LINES ATLANTA,Delta Airlines,35.00,out,USD,TRN-ae430023-b5ce-42d1-a7d1-caea28b3734e,American Express
2026-02-08,Business Platinum Card® (3009),DELTA AIR LINES ATLANTA,Delta Airlines,45.00,out,USD,TRN-61f4b7e6-12bb-45bc-ab45-103247c94597,American Express
2026-02-08,Business Platinum Card® (3009),DELTA AIR LINES ATLANTA,Delta Airlines,150.00,out,USD,TRN-be151e0c-8227-4a8a-a8f2-52f75d58509e,American Express
2026-02-08,Business Platinum Card® (3009),DELTA AIR LINES ATLANTA,Delta Airlines,200.00,out,USD,TRN-0c77dade-eafe-4c4c-b38f-140f266b405d,American Express
2026-02-08,Business Platinum Card® (3009),DELTA AIR LINES ATLANTA,Delta Airlines,200.00,out,USD,TRN-b88fd67d-3c0c-4b23-abfd-d2d6a2fb5ec3,American Express
2026-02-08,Business Platinum Card® (3009),PXY FACEBK *7DMPWMENLO PARK,Facebook ads,426.00,out,USD,TRN-025e6181-ec17-48d6-b1dd-afc3922f5c1c,American Express
2026-02-08,Business Platinum Card® (3009),PXY FACEBK *BMR8AMENLO PARK,Facebook ads,445.00,out,USD,TRN-8d2392f4-5eff-4fbf-b57b-c1f92c63ea34,American Express
2026-02-08,Business Platinum Card® (3009),SHOPIFY* 485823636 ELK GROVE VILLAGE IL,Shopify,73.00,out,USD,TRN-10cb08eb-c012-483a-906a-fea9b8bad417,American Express
2026-02-08,Business Platinum Card® (3009),SHOPIFY* 485827974 ELK GROVE VILLAGE IL,Shopify,61.00,out,USD,TRN-3cc13978-1c43-4771-a097-c9692950aa18,American Express
2026-02-08,Business Platinum Card® (3009),Uber Trip help.uber.com CA,Uber Trip,22.68,out,USD,TRN-a0d80b14-09b0-4ab2-b7fb-d0b2c8077116,American Express
2026-02-08,Business Platinum Card® (3009),Uber Trip help.uber.com CA,Uber Trip,32.61,out,USD,TRN-c49c008b-4b8a-4bb5-87f6-9897d92a751f,American Express
2026-02-08,Business Platinum Card® (3009),350 MAIN PARK CITY UT,Main,281.17,out,USD,TRN-fc0e268b-5de1-4057-8d38-55dc95cebf49,American Express
2026-02-08,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.21,out,USD,TRN-437c2c60-2f0e-4749-a9a8-97438761e5b3,American Express
2026-02-08,Business Platinum Card® (3009),AplPay STEIN ERIKSENPARK CITY UT,Aplpay Stein,124.89,out,USD,TRN-5708d062-aa7a-47f3-b185-af42e7002e68,American Express
2026-02-09,BUSINESS CHECKING ...0189 (0189),BUSINESS TO BUSINESS ACH INTUIT *         QBooks Liv 260207 3372916         BTO EC VENTURES LLC                             ,Intuit,163.46,out,USD,TRN-2d0b5634-4edd-4a84-900e-4553a637b20c,Wells Fargo
2026-02-09,BUSINESS CHECKING ...0189 (0189),SHOPIFY          XXXXXXXXXX 260208 VELANTRA        BTO EC VENTURES                                 ,Shopify,90.00,out,USD,TRN-6e89e7dd-d231-41a5-9780-c36640a4b58c,Wells Fargo
2026-02-09,BUSINESS CHECKING ...0189 (0189),BUSINESS TO BUSINESS ACH Shopify          Shopify           ST-R8V6C7A1J0L8 JON ROEHRDANZ                                   ,Shopify,49.98,out,USD,TRN-e6b6eae0-bf22-427b-898d-631f582f9a08,Wells Fargo
2026-02-09,BUSINESS CHECKING ...0189 (0189),WT 260209-040663 JPMORGAN CHASE BANK /BNF=Haikou Genyangkai Ecommerce Firm            SRF#    OW00006603933965 TRN#260209040663  RFB#    OW00006603933965,Jpmorgan Chase Bank Bnf=haikou Genyangkai Firm Ow,74161.87,out,USD,TRN-10ee4879-050c-4bcd-aede-cd0378a80e3b,Wells Fargo
2026-02-09,BUSINESS CHECKING ...0189 (0189),WIRE TRANS SVC CHARGE - SEQUENCE:  260209040663                                       SRF#    OW00006603933965 TRN#260209040663  RFB#    OW00006603933965,Wire Transfer Service Fee,25.00,out,USD,TRN-afe7666d-9ee4-4d58-a9f5-88f78e1903ae,Wells Fargo
2026-02-09,BUSINESS CHECKING ...0189 (0189),Shopify          Shopify           ST-Z3N3A8Z6E5E4 BTO EC VENTURES                                 ,Shopify,380.74,in,USD,TRN-01fcae77-c09e-48b3-bcb4-5b954aee7527,Wells Fargo
2026-02-09,Blue Cash Preferred® (3000),MOBILE PAYMENT - THANK YOU,Payment,95.00,in,USD,TRN-9e61888e-4eba-4b81-abe2-7ad00e735332,American Express
2026-02-09,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,11.84,out,USD,TRN-875686b2-486a-4c01-a62d-4b6044a59630,American Express
2026-02-09,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,11.87,out,USD,TRN-c366035e-a3fc-40fe-b122-3597a0bd7f16,American Express
2026-02-09,Business Platinum Card® (3009),AplPay BT*FOXTROT EAST HAMPTON NY,Aplpay Foxtrot East,4.60,out,USD,TRN-a7556942-0049-4f99-9943-1a23ca892108,American Express
2026-02-09,Business Platinum Card® (3009),AplPay BT*GRUBHUB CASAN FRANCISCO CA,Grubhub,4.60,out,USD,TRN-4d0eef86-83cc-45dd-ab44-13f15d89af4b,American Express
2026-02-09,Business Platinum Card® (3009),SHOPIFY* 486371824 ELK GROVE VILLAGE IL,Shopify,75.00,out,USD,TRN-915158ab-deca-450e-80f1-5bdfa6d579d2,American Express
2026-02-09,Business Platinum Card® (3009),SHOPIFY* 486381772 ELK GROVE VILLAGE IL,Shopify,82.50,out,USD,TRN-41acb680-a324-4149-8467-600391648375,American Express
2026-02-09,Business Platinum Card® (3009),SHOPIFY* 486387804 ELK GROVE VILLAGE IL,Shopify,82.50,out,USD,TRN-86a0aa70-2a5f-4e94-8424-7c64086a3e3f,American Express
2026-02-09,Business Platinum Card® (3009),SHOPIFY* 486391256 ELK GROVE VILLAGE IL,Shopify,72.00,out,USD,TRN-66a233ce-e824-4df7-b7f1-bd1f0749003a,American Express
2026-02-09,Business Platinum Card® (3009),WAVESPEEDAI SINGAPORE SG,Wavespeedai Singapore,100.00,out,USD,TRN-42dbebe6-67ad-4c14-8992-bc97cae002da,American Express
2026-02-09,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.11,out,USD,TRN-1a92f86e-c434-4238-8d45-05db512c2ea9,American Express
2026-02-09,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.28,out,USD,TRN-973ce701-408f-48c7-bf20-be22e46274d2,American Express
2026-02-09,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.64,out,USD,TRN-1d2cc00c-9187-428d-9a5e-37dc24664126,American Express
2026-02-09,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,12.47,out,USD,TRN-f7b4c55e-3513-4e9a-a899-9b93d69f7620,American Express
2026-02-09,Business Platinum Card® (3009),AplPay CENTRALPOINTESALT LAKE CIT UT,Aplpay Centralpointe,19.30,out,USD,TRN-c47befb1-317a-4de1-82aa-cf7a6e9739a1,American Express
2026-02-09,Business Platinum Card® (3009),AplPay Silver Lake RPARK CITY UT,Aplpay Silver Lake,39.80,out,USD,TRN-75fd2f85-4bd9-4669-a13a-99928a4fc88c,American Express
2026-02-09,Business Platinum Card® (3009),STEIN ERIKSEN LODGE PARK CITY UT,Stein Eriksen Lodge,271.20,out,USD,TRN-15556ec5-b42f-45af-b2f2-231abbec4e14,American Express
2026-02-09,WELLS FARGO ACTIVE CASH VISA�� CARD ...7598 (7598),HELP.HBOMAX.COM HBOMAX.COM NY,HBO Max,22.99,out,USD,TRN-fcd734c2-e7b7-412d-8d29-ca22a85b5e51,Wells Fargo
2026-02-10,BUSINESS CHECKING ...0189 (0189),WT SEQ186385 ORELLI INC              /BNF=Orelli                                      SRF#    OW00006610140324 TRN#260210186385  RFB#    OW00006610140324,Seq Orelli Inc Bnf=orelli Ow,200.00,out,USD,TRN-d5dbeb04-6810-4d2b-afd9-d765a5ede66f,Wells Fargo
2026-02-10,BUSINESS CHECKING ...0189 (0189),WT SEQ#25407 ORELLI INC              /BNF=Orelli                                      SRF#    OW00006607639304 TRN#260210025407  RFB#    OW00006607639304,Seq Orelli Inc Bnf=orelli Ow,15875.00,out,USD,TRN-2a8ba9eb-83b9-4a8b-8364-e51a3703cb64,Wells Fargo
2026-02-10,BUSINESS CHECKING ...0189 (0189),WIRE TRANS SVC CHARGE - SEQUENCE:  260210186385                                       SRF#    OW00006610140324 TRN#260210186385  RFB#    OW00006610140324,Wire Transfer Service Fee,25.00,out,USD,TRN-ce2db945-ceec-41b1-b076-3523ae885dfc,Wells Fargo
2026-02-10,BUSINESS CHECKING ...0189 (0189),WIRE TRANS SVC CHARGE - SEQUENCE:  260210025407                                       SRF#    OW00006607639304 TRN#260210025407  RFB#    OW00006607639304,Wire Transfer Service Fee,25.00,out,USD,TRN-8db6eb5c-9f96-49df-8056-8305b7334035,Wells Fargo
2026-02-10,BUSINESS CHECKING ...0189 (0189),Shopify          Shopify           ST-G3K0P4J5E1Z9 BTO EC VENTURES                                 ,Shopify,1182.87,in,USD,TRN-5b27481c-5ab3-4eb7-9fb0-3ad66eee6e8a,Wells Fargo
2026-02-10,BUSINESS CHECKING ...0189 (0189),SHOPIFY          TRANSFER   260209 SHOPIFY         BTO EC VENTURES                                 ,Shopify,85.00,in,USD,TRN-873a694b-6b10-4353-ab85-f50264f10f6a,Wells Fargo
2026-02-10,BUSINESS CHECKING ...0189 (0189),Shopify          Shopify           ST-Z0P1X3I6P1C1 JON ROEHRDANZ                                   ,Shopify,33.39,in,USD,TRN-18c74e1a-f34c-4105-83b9-49a27d7bb03a,Wells Fargo
2026-02-10,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.65,out,USD,TRN-209383cb-2b94-47b2-b413-61df16e40451,American Express
2026-02-10,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,11.19,out,USD,TRN-93d4b776-e7f9-4d00-904f-cb61954fc676,American Express
2026-02-10,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,11.40,out,USD,TRN-c3907502-1b44-4bff-97b8-96a1d530d349,American Express
2026-02-10,Business Platinum Card® (3009),APIFY* SUBSCRIPTION PRAGUE PR,Apify Subscription Prague,29.00,out,USD,TRN-b48a52ee-63a6-431e-8464-bf0826f7f706,American Express
2026-02-10,Business Platinum Card® (3009),AplPay BT*FOXTROT EAST HAMPTON NY,Aplpay Foxtrot East,4.60,out,USD,TRN-b0cf9099-1280-4ec5-b1d2-1da7e69f5c01,American Express
2026-02-10,Business Platinum Card® (3009),AplPay BT*GRUBHUB CASAN FRANCISCO CA,Grubhub,5.41,out,USD,TRN-a1b4b21d-8649-41d8-b063-0785347366d8,American Express
2026-02-10,Business Platinum Card® (3009),PADDLE.NET* N8N CLOUASTORIA NY,Paddle,60.00,out,USD,TRN-6dc4d7e7-61eb-46d4-aae3-848496d92f92,American Express
2026-02-10,Business Platinum Card® (3009),SHOPIFY* 486872264 ELK GROVE VILLAGE IL,Shopify,60.00,out,USD,TRN-2b67a5a3-52fa-46c3-ac48-da86d9513210,American Express
2026-02-10,Business Platinum Card® (3009),SHOPIFY* 486874621 ELK GROVE VILLAGE IL,Shopify,82.50,out,USD,TRN-51080895-e44b-4298-8278-12edde784811,American Express
2026-02-10,Business Platinum Card® (3009),SHOPIFY* 486881582 ELK GROVE VILLAGE IL,Shopify,82.50,out,USD,TRN-ad1534a3-7bcc-495d-95f4-fe37a37985f9,American Express
2026-02-10,Business Platinum Card® (3009),SHOPIFY* 486883421 ELK GROVE VILLAGE IL,Shopify,82.50,out,USD,TRN-6551d8ad-8cf3-4f47-be7d-501a4f454fd3,American Express
2026-02-10,Business Platinum Card® (3009),SHOPIFY* 486897842 ELK GROVE VILLAGE IL,Shopify,82.50,out,USD,TRN-029ecd38-4508-41bc-821a-97e32d78c92a,American Express
2026-02-10,Business Platinum Card® (3009),SHOPIFY* 486901063 ELK GROVE VILLAGE IL,Shopify,82.50,out,USD,TRN-fa561101-584e-4e36-9869-48585a35ff5d,American Express
2026-02-10,Business Platinum Card® (3009),SHOPIFY* 486901317 ELK GROVE VILLAGE IL,Shopify,61.50,out,USD,TRN-0975522d-a9fb-4b36-b8db-893d373943ad,American Express
2026-02-10,Business Platinum Card® (3009),TRYATRIA.COM SINGAPORE SG,Tryatria.com,159.00,out,USD,TRN-89ba5197-6b6b-4e51-8327-192249760b17,American Express
2026-02-10,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.04,out,USD,TRN-6f82189e-f6c0-4839-aec6-db80bbe5923d,American Express
2026-02-10,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.43,out,USD,TRN-8d31bbe7-ba70-47c6-aeec-a4aee013ed23,American Express
2026-02-10,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,11.79,out,USD,TRN-241dd09b-2a63-4dbf-8199-85b460535aec,American Express
2026-02-10,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,11.95,out,USD,TRN-6552992b-3f4c-4901-b835-d19027074ef2,American Express
2026-02-10,Business Platinum Card® (3009),AplPay CENTRAL MARKEDALLAS TX,Aplpay Central,517.17,out,USD,TRN-7d3a0ac3-d981-40e1-a7b1-594222ac1a23,American Express
2026-02-10,Business Platinum Card® (3009),AplPay CHIPOTLE DALLAS TX,Chipotle,21.27,out,USD,TRN-19e2b6e2-4cf4-400e-834f-d5b4460f1a7e,American Express
2026-02-10,Business Platinum Card® (3009),SHOPIFY* 486396856 ELK GROVE VILLAGE IL,Shopify,60.00,out,USD,TRN-41298f76-7311-421b-9ff1-367c524ade73,American Express
2026-02-10,Business Platinum Card® (3009),WHOP*ADREVIVAL 53802NEWPORTBEAC GA,Whop Adrevival,799.00,out,USD,TRN-990778c7-5398-41e3-b5dc-3020f8531a3c,American Express
2026-02-10,CHECKING ...6666 (6666),AMERICAN EXPRESS ACH PMT    260210 M1214           BROOKS ORRADRE                                  ,American Express Credit Card - Brooks Orradre,95.00,out,USD,TRN-849781bc-6aea-4f5f-a071-6cd34e14a724,Wells Fargo
2026-02-10,CHECKING ...6666 (6666),MONEY TRANSFER                          AUTHORIZED ON   02/09 Wise                      888-9083833   NY  S306040764195212   CARD 8963,Money Transfer Wise,1000.00,out,USD,TRN-4c8b8098-4146-445f-ba14-20bf3f1129a7,Wells Fargo
2026-02-10,WELLS FARGO ACTIVE CASH VISA�� CARD ...7598 (7598),KALODATA KWUN TONG HK,Kalodata Kwun Tong,89.90,out,USD,TRN-c027505c-a837-44c8-8061-d6e1d3a59783,Wells Fargo
2026-02-11,BUSINESS CHECKING ...0189 (0189),BUSINESS TO BUSINESS ACH AMERICAN EXPRESS ACH PMT    260211 M7722           BROOKS T ORRADRE                                ,American Express Credit Card - Brooks T Orradre,9000.00,out,USD,TRN-39ca6354-79c4-4548-bfe3-a80f2bcfde4d,Wells Fargo
2026-02-11,BUSINESS CHECKING ...0189 (0189),Shopify          Shopify           ST-H6O5G5L7O0S7 BTO EC VENTURES                                 ,Shopify,294.59,in,USD,TRN-3edcbc93-d25d-476f-8ede-b89cf1a80fcf,Wells Fargo
2026-02-11,BUSINESS CHECKING ...0189 (0189),SHOPIFY          TRANSFER   260210 SHOPIFY         BTO EC VENTURES                                 ,Shopify,111.79,in,USD,TRN-66af0368-6b0a-4707-962d-1fbbb1cc00a3,Wells Fargo
2026-02-11,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.09,out,USD,TRN-d635951c-d084-49ff-9f15-e5e14bd1eb65,American Express
2026-02-11,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.23,out,USD,TRN-ff36768b-397d-453f-9768-78c42ae2e55e,American Express
2026-02-11,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.38,out,USD,TRN-1168ad1d-7ecf-41f4-8dca-19375d544f94,American Express
2026-02-11,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,10.48,out,USD,TRN-1c646d63-b7a0-4f3a-96cf-be46b68d525f,American Express
2026-02-11,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,11.05,out,USD,TRN-e999ae88-63c0-45f4-8d24-e5f5ffe30681,American Express
2026-02-11,Business Platinum Card® (3009),ANTHROPIC SAN FRANCISCO CA,Anthropic,11.55,out,USD,TRN-334da369-437a-4566-9b61-92c81d3eebb4,American Express
